carat,color,clarity,cut,table,depth,measurements,price
0.51,H,VS2,Excellent,59 %,62 %,5.09x5.11x3.16,$974
0.5,I,SI2,Excellent,58 %,59.9 %,5.14x5.17x3.09,$829
0.5,F,SI1,Excellent,55 %,61.8 %,5.11x5.13x3.16,"$1,063"
0.5,G,VS1,Excellent,57 %,62.6 %,5.04x5.07x3.17,"$1,583"
0.5,G,VS1,Excellent,59 %,60.3 %,5.17x5.19x3.12,"$1,540"
0.5,F,VS1,Excellent,58 %,60.4 %,5.13x5.16x3.11,"$1,551"
0.5,G,VS1,Excellent,58 %,60.7 %,5.14x5.17x3.13,"$1,561"
0.5,E,SI1,Excellent,59 %,60.8 %,5.12x5.14x3.12,"$1,116"
0.5,F,VS1,Excellent,58 %,61.1 %,5.12x5.15x3.14,"$1,551"
0.5,G,SI1,Excellent,58 %,62.4 %,5.07x5.09x3.17,$934
0.5,E,SI1,Excellent,55 %,61.5 %,5.10x5.12x3.14,"$1,078"
1.01,K,VS2,Excellent,58 %,61.9 %,6.40x6.42x3.97,"$2,568"
0.62,I,VVS2,Excellent,58 %,60.9 %,5.52x5.54x3.37,"$1,253"
2.61,G,VS2,Excellent,57 %,62.8 %,8.73x8.76x5.49,"$37,642"
2.01,D,SI2,Excellent,58 %,62.5 %,8.05x8.10x5.05,"$17,444"
2.01,H,SI1,Excellent,59 %,60 %,8.21x8.24x4.93,"$21,241"
1.81,G,VS1,Excellent,56 %,62.8 %,7.72x7.76x4.86,"$19,939"
1.51,F,VVS2,Excellent,58 %,62.7 %,7.30x7.33x4.59,"$19,629"
2.5,F,VS2,Excellent,58 %,61.4 %,8.73x8.78x5.37,"$42,591"
2.5,G,SI1,Excellent,56 %,62.8 %,8.66x8.71x5.45,"$33,057"
1.2,K,SI2,Excellent,56 %,62.6 %,6.75x6.78x4.23,"$2,589"
2.13,I,VS1,Excellent,57 %,62.7 %,8.17x8.21x5.14,"$18,184"
1.2,K,SI1,Excellent,58 %,62.5 %,6.76x6.79x4.23,"$2,390"
2.01,G,VS2,Excellent,58 %,62.7 %,7.99x8.04x5.03,"$25,546"
1.11,J,VS2,Excellent,58 %,62.2 %,6.58x6.62x4.10,"$3,378"
1.23,K,VVS2,Excellent,58 %,62.2 %,6.81x6.84x4.24,"$4,091"
1.13,G,VS2,Excellent,57 %,61.8 %,6.67x6.71x4.14,"$4,541"
1.2,D,VS2,Excellent,57 %,62.7 %,6.77x6.79x4.25,"$9,107"
1.03,K,SI1,Excellent,57 %,62.7 %,6.40x6.44x4.03,"$2,610"
1.03,I,FL/IF,Excellent,58 %,61.8 %,6.46x6.47x4.00,"$5,127"
1.51,J,VS1,Excellent,59 %,62 %,7.31x7.35x4.54,"$8,020"
1.02,J,VVS1,Excellent,57 %,62.1 %,6.44x6.46x4.01,"$4,175"
1.02,K,VVS1,Excellent,58 %,61.5 %,6.46x6.51x3.99,"$3,500"
1.1,D,VVS2,Excellent,57 %,62.8 %,6.55x6.59x4.13,"$6,897"
1.02,J,SI1,Excellent,58 %,62.4 %,6.43x6.46x4.03,"$2,666"
1.29,M,SI1,Excellent,59 %,61.1 %,7.01x7.05x4.30,"$1,754"
1.2,J,VS1,Excellent,56 %,63.5 %,6.70x6.74x4.27,"$3,867"
1.13,J,VVS2,Excellent,57 %,62.7 %,6.63x6.66x4.16,"$4,209"
1.07,I,VVS2,Excellent,57 %,62.7 %,6.48x6.53x4.08,"$4,698"
1.01,J,VS1,Excellent,59 %,60 %,6.54x6.57x3.94,"$2,778"
1.03,I,VS2,Excellent,57 %,60.6 %,6.55x6.57x3.98,"$3,102"
1.12,H,VS1,Excellent,56 %,61.4 %,6.67x6.70x4.11,"$4,197"
1.01,J,SI1,Excellent,56 %,61.9 %,6.44x6.45x3.99,"$2,774"
1.01,J,VS2,Excellent,56 %,62.6 %,6.35x6.39x3.99,"$2,642"
1.01,K,SI2,Excellent,57 %,62.7 %,6.37x6.39x4.00,"$1,698"
1.01,H,SI2,Excellent,57 %,62.8 %,6.35x6.39x4.00,"$2,879"
1.01,I,VS1,Excellent,58 %,63.1 %,6.35x6.38x4.02,"$4,005"
1.0,D,VS2,Excellent,57 %,62 %,6.37x6.41x3.96,"$5,612"
1.01,K,VS2,Excellent,55 %,62.3 %,6.43x6.45x4.01,"$2,661"
1.01,G,FL/IF,Excellent,60 %,60.9 %,6.42x6.46x3.93,"$8,474"
1.0,J,SI2,Excellent,60 %,61.5 %,6.41x6.45x3.95,"$2,306"
0.96,D,VVS1,Excellent,57 %,62.7 %,6.25x6.29x3.93,"$6,438"
1.01,E,SI2,Excellent,57 %,62.6 %,6.37x6.40x4.00,"$3,525"
1.01,E,VVS2,Excellent,58 %,62.7 %,6.34x6.39x3.99,"$7,445"
1.0,L,SI1,Excellent,56 %,63.1 %,6.32x6.36x4.00,"$1,769"
1.0,J,VS2,Excellent,56 %,63 %,6.35x6.39x4.01,"$3,213"
1.0,E,SI2,Excellent,60 %,61.7 %,6.36x6.39x3.93,"$3,243"
1.0,F,SI2,Excellent,58 %,62.8 %,6.35x6.39x4.00,"$4,229"
0.96,I,VVS2,Excellent,57 %,62.8 %,6.27x6.30x3.94,"$4,150"
1.0,F,SI2,Excellent,58 %,62.8 %,6.34x6.39x4.00,"$3,296"
0.96,L,VS2,Excellent,57 %,62.8 %,6.25x6.29x3.94,"$1,930"
1.0,E,VVS2,Excellent,59 %,61.5 %,6.39x6.43x3.94,"$6,018"
0.96,I,VVS1,Excellent,58 %,62.8 %,6.24x6.27x3.93,"$4,717"
1.0,F,SI1,Very Good,55 %,64.6 %,6.18x6.23x4.01,"$3,414"
0.96,F,VS2,Excellent,57 %,63.2 %,6.24x6.28x3.96,"$3,573"
0.96,J,VS1,Excellent,56 %,63.4 %,6.22x6.26x3.96,"$2,849"
0.9,J,VVS1,Excellent,56 %,62.6 %,6.12x6.16x3.85,"$2,501"
3.5,D,VVS1,Excellent,61 %,61.8 %,9.68x9.75x6.00,"$86,508"
3.01,E,VVS2,Excellent,56 %,62.4 %,9.19x9.23x5.74,"$95,566"
2.01,G,VS2,Excellent,59 %,61.8 %,8.00x8.05x4.96,"$23,687"
1.51,K,VVS2,Excellent,58 %,62.8 %,7.28x7.33x4.59,"$5,419"
2.01,D,SI1,Very Good,56 %,65.1 %,7.80x7.85x5.09,"$17,716"
2.5,G,SI1,Very Good,56 %,65.1 %,8.38x8.43x5.47,"$29,038"
2.01,M,SI2,Excellent,57 %,61.5 %,8.06x8.11x4.97,"$5,987"
1.71,K,FL/IF,Excellent,56 %,63.2 %,7.54x7.59x4.78,"$8,718"
1.51,L,VS1,Excellent,58 %,62.8 %,7.27x7.31x4.58,"$4,799"
1.14,K,VVS2,Excellent,58 %,61.1 %,6.72x6.75x4.11,"$2,703"
1.13,G,VVS1,Excellent,56 %,61.9 %,6.65x6.68x4.13,"$5,961"
1.29,H,FL/IF,Excellent,57 %,62.6 %,6.92x6.96x4.35,"$6,915"
1.5,K,SI1,Very Good,57 %,64.8 %,7.11x7.19x4.64,"$4,171"
1.2,D,VVS1,Excellent,56 %,63.3 %,6.71x6.76x4.27,"$10,286"
1.5,F,SI2,Excellent,56 %,61.4 %,7.38x7.41x4.54,"$9,694"
1.01,D,FL/IF,Excellent,56 %,63.2 %,6.33x6.37x4.02,"$9,128"
1.01,M,SI1,Excellent,56 %,62.8 %,6.35x6.39x4.00,"$1,569"
1.01,F,VVS2,Excellent,58 %,62.7 %,6.34x6.39x3.99,"$5,726"
1.01,I,SI1,Excellent,57 %,62.2 %,6.38x6.41x3.97,"$3,029"
1.01,F,VVS2,Excellent,58 %,62.8 %,6.35x6.40x4.00,"$5,858"
1.03,F,VVS2,Excellent,58 %,62.5 %,6.42x6.46x4.03,"$5,838"
1.01,D,VVS2,Very Good,56 %,64.6 %,6.22x6.26x4.03,"$5,253"
1.01,H,VS1,Excellent,58 %,62.6 %,6.39x6.43x4.01,"$3,710"
1.01,J,SI1,Excellent,56 %,60.9 %,6.45x6.49x3.94,"$2,588"
1.0,J,VS2,Excellent,56 %,63.6 %,6.29x6.33x4.01,"$3,050"
1.01,G,VS1,Excellent,55 %,62.9 %,6.36x6.39x4.01,"$4,479"
1.0,D,VVS2,Excellent,56 %,63.6 %,6.30x6.34x4.02,"$6,338"
0.92,F,VVS1,Excellent,56 %,62.6 %,6.19x6.22x3.89,"$4,680"
1.0,I,VS1,Excellent,56 %,63.5 %,6.31x6.35x4.02,"$4,200"
0.9,D,SI1,Excellent,57 %,62.4 %,6.17x6.19x3.86,"$3,522"
0.9,J,VS1,Excellent,61 %,59.8 %,6.23x6.26x3.73,"$2,487"
0.91,K,VS2,Excellent,57 %,62.8 %,6.15x6.19x3.87,"$1,564"
0.81,I,SI1,Excellent,57 %,62.4 %,5.93x5.96x3.71,"$1,949"
0.9,G,SI1,Excellent,56 %,62 %,6.13x6.17x3.82,"$2,680"
0.9,I,VS1,Excellent,57 %,62.7 %,6.12x6.16x3.85,"$3,107"
0.96,H,VVS2,Excellent,57 %,62.7 %,6.27x6.29x3.94,"$4,260"
0.9,F,VVS2,Excellent,58 %,61.7 %,6.15x6.19x3.80,"$4,215"
0.9,G,VVS2,Excellent,55 %,63.3 %,6.10x6.13x3.87,"$3,314"
0.96,I,VVS1,Excellent,57 %,63.1 %,6.24x6.27x3.95,"$3,195"
0.9,D,FL/IF,Excellent,56 %,63.3 %,6.09x6.13x3.87,"$8,916"
0.9,I,VS1,Very Good,55 %,64.6 %,6.00x6.04x3.89,"$2,175"
0.9,I,SI1,Excellent,57 %,62.7 %,6.13x6.17x3.85,"$2,370"
0.9,J,VVS1,Excellent,58 %,62.8 %,6.13x6.16x3.86,"$1,963"
0.91,G,SI1,Excellent,56 %,62.7 %,6.14x6.18x3.86,"$2,766"
0.83,F,SI1,Excellent,56 %,62 %,6.00x6.03x3.73,"$1,858"
0.9,H,VS1,Very Good,58 %,64.2 %,5.96x6.03x3.85,"$2,649"
0.81,H,SI2,Excellent,59 %,61.3 %,5.99x6.02x3.68,"$1,655"
0.8,E,VS2,Excellent,60 %,60 %,5.98x6.00x3.60,"$2,584"
0.8,J,SI2,Excellent,57 %,62.7 %,5.88x5.92x3.70,"$1,392"
0.82,F,VVS1,Excellent,57 %,62.6 %,5.94x5.97x3.73,"$4,932"
0.71,I,SI1,Excellent,57 %,60 %,5.80x5.84x3.49,"$1,416"
0.76,G,VVS2,Excellent,57 %,62.9 %,5.79x5.82x3.65,"$3,012"
0.7,I,VVS2,Excellent,57 %,62.1 %,5.67x5.71x3.53,"$1,776"
0.8,H,SI2,Excellent,57 %,62.7 %,5.89x5.92x3.70,"$1,440"
0.75,H,SI1,Excellent,58 %,62.4 %,5.80x5.84x3.63,"$1,829"
0.76,H,VS2,Excellent,58 %,61.9 %,5.83x5.86x3.62,"$2,606"
0.7,G,SI2,Excellent,59 %,62.5 %,5.65x5.68x3.54,"$1,372"
0.75,M,SI1,Excellent,56 %,62.7 %,5.80x5.82x3.65,$825
0.7,G,VS1,Excellent,60 %,59.2 %,5.77x5.81x3.43,"$2,672"
0.79,I,SI1,Excellent,58 %,61.3 %,5.93x5.97x3.64,"$1,969"
0.8,E,VS2,Excellent,57 %,62.8 %,5.89x5.92x3.71,"$3,079"
0.7,J,VVS2,Excellent,58 %,62.6 %,5.63x5.67x3.54,"$1,596"
0.77,E,VVS1,Excellent,55 %,62.2 %,5.84x5.87x3.64,"$4,611"
0.71,I,SI1,Excellent,57 %,62.6 %,5.67x5.71x3.56,"$1,441"
0.72,I,VS2,Excellent,55 %,62.8 %,5.69x5.72x3.58,"$1,517"
0.75,J,VS1,Excellent,57 %,62.7 %,5.77x5.80x3.63,"$1,576"
0.71,D,SI2,Excellent,56 %,62.8 %,5.65x5.69x3.56,"$1,858"
0.71,I,VS2,Excellent,59 %,62.2 %,5.68x5.72x3.55,"$1,495"
0.73,F,VVS1,Excellent,58 %,62.1 %,5.75x5.77x3.58,"$2,604"
0.65,E,VVS1,Excellent,56 %,61.6 %,5.59x5.63x3.46,"$3,096"
0.7,D,VS2,Excellent,55 %,62.1 %,5.67x5.70x3.53,"$2,824"
0.63,H,VVS2,Excellent,57 %,61.9 %,5.49x5.51x3.41,"$1,402"
0.7,H,SI1,Excellent,57 %,62.3 %,5.65x5.68x3.53,"$1,707"
0.71,E,VS2,Excellent,57 %,62.6 %,5.68x5.71x3.57,"$1,670"
0.7,H,VVS1,Excellent,59 %,62.3 %,5.66x5.69x3.54,"$2,317"
0.7,I,SI1,Excellent,59 %,61.9 %,5.64x5.68x3.50,"$1,221"
0.7,J,SI2,Excellent,57 %,62.6 %,5.65x5.68x3.54,"$1,073"
0.7,H,SI1,Excellent,59 %,60.1 %,5.79x5.81x3.49,"$1,593"
0.67,G,VS2,Excellent,59 %,61.2 %,5.60x5.62x3.44,"$2,090"
0.65,F,VS2,Excellent,59 %,62.4 %,5.52x5.55x3.45,"$1,959"
0.7,H,SI2,Excellent,58 %,61.8 %,5.64x5.68x3.50,"$1,320"
0.7,H,SI2,Excellent,57 %,62.8 %,5.63x5.67x3.55,"$1,296"
0.7,I,SI1,Excellent,57 %,62.7 %,5.66x5.69x3.55,"$1,396"
0.65,J,SI1,Excellent,58 %,60.2 %,5.64x5.67x3.40,$951
0.7,G,VS1,Excellent,57 %,62.7 %,5.65x5.67x3.55,"$2,631"
0.6,K,VS1,Excellent,58 %,61.2 %,5.42x5.43x3.32,$919
0.6,H,SI2,Excellent,58 %,61.6 %,5.41x5.45x3.34,"$1,036"
0.65,F,VS1,Excellent,59 %,61.4 %,5.56x5.59x3.43,"$1,541"
0.6,H,SI2,Excellent,59 %,60.6 %,5.41x5.44x3.29,"$1,004"
0.63,E,VVS2,Excellent,57 %,60.9 %,5.51x5.52x3.36,"$2,247"
0.6,D,VS1,Excellent,56 %,62.5 %,5.37x5.40x3.37,"$1,696"
0.6,I,VVS2,Excellent,59 %,61.2 %,5.42x5.46x3.33,"$1,192"
0.61,E,VS1,Excellent,56 %,62.4 %,5.44x5.46x3.40,"$2,125"
0.59,H,VVS2,Excellent,58 %,62 %,5.36x5.39x3.33,"$1,472"
0.6,G,VS2,Excellent,59 %,60.7 %,5.43x5.45x3.31,"$1,604"
0.6,F,VS2,Excellent,58 %,61.1 %,5.43x5.45x3.32,"$1,551"
0.6,I,VVS1,Excellent,59 %,60 %,5.47x5.50x3.29,"$1,522"
0.61,K,VS1,Very Good,57 %,63.9 %,5.29x5.33x3.39,$648
0.6,F,SI1,Excellent,59 %,60.7 %,5.45x5.48x3.32,"$1,336"
0.6,F,VS1,Excellent,57 %,62.6 %,5.37x5.40x3.37,"$2,050"
0.6,D,VVS1,Very Good,57 %,64.3 %,5.30x5.35x3.43,"$2,516"
0.59,I,VVS2,Excellent,57 %,62.7 %,5.32x5.35x3.34,"$1,240"
0.6,H,VS2,Excellent,59 %,60.2 %,5.46x5.48x3.29,"$1,295"
0.6,F,VS1,Excellent,56 %,62.6 %,5.35x5.38x3.36,"$2,023"
0.6,D,VS1,Excellent,57 %,62.5 %,5.36x5.39x3.36,"$2,050"
0.6,F,VS1,Excellent,60 %,61.5 %,5.39x5.42x3.32,"$2,050"
0.59,F,VVS2,Excellent,56 %,62.4 %,5.36x5.39x3.36,"$2,111"
0.56,D,VVS1,Excellent,58 %,61.6 %,5.29x5.31x3.27,"$2,936"
0.58,I,VVS1,Excellent,57 %,60.9 %,5.36x5.38x3.27,"$1,367"
0.59,G,SI2,Excellent,56 %,62.8 %,5.33x5.36x3.35,$858
0.6,E,SI1,Excellent,57 %,62.8 %,5.35x5.39x3.37,"$1,458"
0.56,G,SI2,Excellent,58 %,62.5 %,5.24x5.25x3.28,$976
0.57,F,SI1,Excellent,57 %,62.6 %,5.27x5.30x3.31,"$1,126"
0.56,K,SI1,Excellent,57 %,61 %,5.30x5.34x3.25,$736
0.59,G,VS2,Excellent,59 %,59.8 %,5.43x5.45x3.26,"$1,603"
0.53,G,VVS1,Excellent,58 %,60.7 %,5.25x5.27x3.19,"$1,806"
0.59,F,VS1,Excellent,59 %,60.6 %,5.37x5.41x3.27,"$1,312"
0.53,D,VS2,Excellent,57 %,62.3 %,5.17x5.20x3.23,"$1,317"
0.58,H,SI2,Excellent,58 %,60.2 %,5.43x5.45x3.27,"$1,124"
0.59,E,FL/IF,Excellent,58 %,62.7 %,5.32x5.34x3.34,"$2,522"
0.53,D,FL/IF,Excellent,58 %,59.8 %,5.29x5.31x3.17,"$3,720"
0.59,E,VS2,Excellent,58 %,60.8 %,5.39x5.41x3.28,"$1,588"
0.53,D,VVS1,Excellent,57 %,61.3 %,5.18x5.20x3.18,"$1,650"
0.53,G,SI1,Excellent,58 %,60.7 %,5.23x5.26x3.18,"$1,065"
0.57,I,VS1,Excellent,57 %,62.8 %,5.27x5.29x3.31,"$1,208"
0.52,G,SI1,Excellent,58 %,60.8 %,5.20x5.22x3.17,"$1,010"
0.52,H,VS2,Excellent,60 %,60.2 %,5.19x5.21x3.13,"$1,263"
0.52,H,VVS2,Excellent,58 %,61.1 %,5.16x5.20x3.17,$976
0.52,J,VS1,Excellent,58 %,61.9 %,5.16x5.19x3.21,$840
0.53,I,VS1,Excellent,58 %,61.3 %,5.20x5.22x3.20,"$1,141"
0.53,J,VS1,Excellent,58 %,61.3 %,5.20x5.23x3.20,$997
0.52,F,VVS1,Excellent,57 %,62.5 %,5.12x5.14x3.21,"$1,479"
0.53,F,VS1,Excellent,56 %,60.8 %,5.21x5.23x3.18,"$1,438"
0.51,F,SI1,Excellent,58 %,60.8 %,5.14x5.15x3.13,"$1,106"
0.51,F,VS2,Excellent,57 %,62.8 %,5.06x5.09x3.19,"$1,085"
0.53,G,VVS2,Excellent,56 %,61.7 %,5.20x5.23x3.21,"$1,677"
0.51,K,VS1,Excellent,57 %,60.6 %,5.15x5.17x3.13,$789
0.52,J,SI2,Excellent,59 %,61.7 %,5.13x5.15x3.17,$629
0.5,D,VVS1,Excellent,56 %,62.5 %,5.06x5.09x3.17,"$1,578"
0.51,H,VVS2,Excellent,57 %,61.8 %,5.13x5.16x3.18,"$1,335"
0.52,G,SI2,Excellent,56 %,61.2 %,5.16x5.18x3.17,$933
0.51,D,SI2,Excellent,59 %,61.2 %,5.13x5.14x3.15,$992
0.51,F,SI1,Excellent,59 %,60.8 %,5.15x5.19x3.15,$953
0.51,F,SI2,Excellent,56 %,61.8 %,5.13x5.16x3.18,$910
0.52,F,VS2,Excellent,57 %,62.5 %,5.14x5.17x3.22,"$1,106"
0.51,D,VVS1,Excellent,58 %,62.6 %,5.10x5.13x3.20,"$2,784"
0.51,D,VVS2,Excellent,58 %,62.6 %,5.07x5.10x3.19,"$2,091"
0.5,I,SI1,Excellent,57 %,60.9 %,5.13x5.14x3.13,$812
0.51,F,VS1,Excellent,58 %,61.9 %,5.13x5.16x3.18,"$1,581"
0.51,F,VVS2,Excellent,59 %,62 %,5.13x5.16x3.19,"$1,715"
0.51,H,VVS2,Excellent,59 %,60.5 %,5.15x5.17x3.12,"$1,335"
0.51,I,SI1,Excellent,58 %,62.6 %,5.09x5.12x3.19,$829
0.5,D,SI1,Very Good,55 %,63.4 %,5.01x5.04x3.19,"$1,188"
0.5,D,VVS1,Excellent,59 %,62.1 %,5.03x5.06x3.13,"$2,723"
0.5,K,VS2,Excellent,60 %,59.7 %,5.16x5.19x3.09,$689
0.51,F,VS1,Excellent,57 %,61.3 %,5.13x5.14x3.15,"$1,606"
0.5,H,VS2,Excellent,56 %,62.8 %,5.04x5.08x3.18,"$1,139"
0.5,J,VS2,Excellent,58 %,59.6 %,5.17x5.18x3.08,$783
0.5,D,VVS2,Excellent,59 %,60.3 %,5.13x5.16x3.10,"$1,984"
0.5,H,SI2,Excellent,59 %,61 %,5.08x5.12x3.11,$898
0.5,I,VS1,Excellent,57 %,61.7 %,5.10x5.13x3.16,"$1,106"
0.5,I,VS1,Excellent,59 %,60.8 %,5.13x5.16x3.13,"$1,141"
0.5,G,SI1,Excellent,59 %,61 %,5.11x5.14x3.13,"$1,043"
0.5,J,SI1,Excellent,58 %,62.1 %,5.06x5.09x3.16,$741
0.5,G,SI2,Excellent,56 %,61.7 %,5.09x5.13x3.15,$771
0.5,G,VS1,Excellent,59 %,61.3 %,5.08x5.12x3.13,"$1,583"
0.5,F,SI2,Excellent,56 %,61.4 %,5.10x5.12x3.14,$906
0.5,G,VVS1,Excellent,57 %,62.7 %,5.04x5.07x3.17,"$1,650"
0.5,H,VS1,Excellent,61 %,59.7 %,5.15x5.17x3.08,"$1,347"
0.5,H,VS2,Excellent,57 %,62.7 %,5.04x5.08x3.17,"$1,177"
0.5,I,VVS2,Excellent,59 %,60.7 %,5.12x5.14x3.11,"$1,104"
0.5,F,VS2,Excellent,56 %,62.3 %,5.07x5.10x3.17,"$1,339"
0.5,G,VVS1,Excellent,59 %,60.5 %,5.14x5.17x3.12,"$1,703"
0.5,F,SI2,Excellent,56 %,62.9 %,5.05x5.08x3.19,$860
0.5,G,VS1,Excellent,61 %,60.6 %,5.14x5.16x3.12,"$1,292"
0.5,G,VS1,Very Good,63 %,58.7 %,5.14x5.17x3.03,"$1,271"
0.5,G,VVS1,Excellent,60 %,61 %,5.11x5.14x3.12,"$1,730"
0.5,F,VS2,Excellent,59 %,61.5 %,5.07x5.10x3.13,"$1,382"
0.5,F,VS2,Excellent,59 %,60.5 %,5.11x5.13x3.09,"$1,403"
0.5,F,VVS2,Excellent,59 %,60.7 %,5.10x5.13x3.11,"$1,380"
0.5,E,VS2,Excellent,55 %,61.1 %,5.13x5.15x3.14,"$1,401"
0.5,F,VS1,Excellent,58 %,61.5 %,5.12x5.15x3.15,"$1,504"
0.5,E,VS2,Excellent,57 %,62.8 %,5.02x5.06x3.16,"$1,355"
0.5,G,VS2,Excellent,61 %,59.5 %,5.16x5.19x3.08,"$1,367"
0.57,K,FL/IF,Excellent,60 %,61.5 %,5.31x5.34x3.27,"$1,027"
0.8,E,SI1,Excellent,58 %,60.4 %,6.0x6.04x3.63,"$2,492"
0.85,D,VVS1,Excellent,56 %,62.5 %,6.02x6.06x3.78,"$8,780"
0.83,D,FL/IF,Excellent,56 %,62.9 %,5.97x6.01x3.77,"$7,717"
0.9,H,SI2,Excellent,56 %,62.5 %,6.14x6.18x3.85,"$2,462"
0.9,J,VS2,Excellent,58 %,62.5 %,6.1x6.14x3.83,"$2,268"
0.5,F,SI1,Excellent,60 %,59.7 %,5.14x5.16x3.08,"$1,104"
0.5,D,SI1,Excellent,57 %,61.7 %,5.08x5.1x3.14,"$1,221"
0.59,F,VVS1,Excellent,59 %,60.8 %,5.41x5.43x3.3,"$2,438"
0.9,G,VS2,Excellent,59 %,60.1 %,6.22x6.26x3.75,"$3,975"
0.96,D,FL/IF,Excellent,55 %,62.5 %,6.31x6.35x3.95,"$11,753"
0.9,D,FL/IF,Excellent,59 %,62.5 %,6.13x6.17x3.84,"$9,936"
0.61,E,SI1,Excellent,57 %,61.4 %,5.44x5.47x3.35,"$1,524"
0.57,F,VS2,Excellent,58 %,61.7 %,5.28x5.31x3.27,"$1,608"
0.5,F,SI1,Excellent,59 %,61.4 %,5.09x5.11x3.13,"$1,198"
0.54,H,SI2,Excellent,56 %,62.9 %,5.16x5.19x3.26,"$1,019"
0.58,G,VS1,Excellent,57 %,62.4 %,5.32x5.35x3.33,"$1,652"
0.6,F,VS1,Excellent,62 %,59.5 %,5.48x5.5x3.27,"$2,013"
0.57,H,VVS2,Excellent,58 %,61.5 %,5.33x5.35x3.28,"$1,433"
0.51,I,VVS1,Excellent,59 %,60.7 %,5.16x5.17x3.14,"$1,151"
0.61,E,VVS2,Excellent,59 %,61.9 %,5.43x5.46x3.37,"$2,301"
0.63,F,SI1,Excellent,56 %,62.7 %,5.44x5.46x3.42,"$1,572"
0.62,D,VVS1,Excellent,56 %,62.3 %,5.44x5.46x3.4,"$4,197"
0.7,E,SI2,Excellent,60 %,60.2 %,5.72x5.76x3.45,"$1,862"
0.7,I,VS2,Excellent,59 %,59.7 %,5.74x5.77x3.44,"$1,650"
0.7,I,VS2,Excellent,58 %,61.6 %,5.7x5.73x3.52,"$1,547"
0.7,J,VS1,Excellent,59 %,61.0 %,5.72x5.75x3.5,"$1,510"
0.8,F,VVS1,Excellent,60 %,60.9 %,5.95x5.98x3.63,"$4,725"
0.7,D,FL/IF,Excellent,56 %,62.7 %,5.64x5.67x3.55,"$5,680"
0.74,I,FL/IF,Excellent,56 %,62.5 %,5.76x5.77x3.61,"$2,213"
0.9,F,VS1,Excellent,56 %,63.1 %,6.1x6.15x3.86,"$4,635"
0.7,D,FL/IF,Excellent,59 %,61.1 %,5.72x5.75x3.5,"$5,653"
0.9,H,SI2,Excellent,58 %,62.4 %,6.1x6.14x3.82,"$2,253"
0.9,H,SI1,Excellent,58 %,62.7 %,6.12x6.15x3.85,"$2,232"
0.94,E,FL/IF,Excellent,58 %,62.9 %,6.21x6.24x3.92,"$9,183"
0.9,F,VS2,Excellent,60 %,62.2 %,6.12x6.16x3.82,"$4,240"
0.9,J,VS1,Excellent,58 %,62.8 %,6.11x6.15x3.85,"$2,380"
0.9,G,VS1,Excellent,56 %,62.7 %,6.13x6.16x3.86,"$4,401"
0.9,E,VVS2,Excellent,55 %,63.1 %,6.1x6.15x3.86,"$5,881"
0.9,G,VS1,Excellent,57 %,62.8 %,6.12x6.15x3.85,"$4,420"
3.0,K,SI1,Excellent,60 %,61.5 %,9.14x9.24x5.65,"$21,391"
0.94,D,VVS1,Excellent,62 %,59.5 %,6.36x6.38x3.79,
0.51,E,VS2,Excellent,57 %,62.9 %,5.05x5.08x3.19,"$1,507"
0.56,E,VS2,Excellent,58 %,62.6 %,5.22x5.24x3.28,"$1,609"
0.5,D,VS2,Excellent,59 %,60.2 %,5.15x5.18x3.11,"$1,494"
0.51,F,VS1,Excellent,58 %,62.5 %,5.05x5.08x3.16,"$1,560"
1.2,D,VVS2,Excellent,59 %,60.8 %,6.81x6.85x4.15,
0.61,I,VVS2,Excellent,59 %,62.2 %,5.41x5.44x3.38,"$1,146"
0.5,F,SI1,Excellent,59 %,59.8 %,5.16x5.19x3.09,"$1,141"
0.61,E,VS2,Excellent,56 %,62.2 %,5.42x5.44x3.38,"$1,991"
0.6,E,VS2,Excellent,62 %,59.6 %,5.45x5.47x3.25,"$1,959"
0.61,G,VS1,Excellent,56 %,62.1 %,5.42x5.45x3.38,"$1,748"
0.6,F,VS1,Excellent,62 %,60.4 %,5.43x5.45x3.29,"$2,013"
0.61,F,VVS1,Excellent,57 %,62.3 %,5.41x5.44x3.38,"$2,312"
0.74,H,VS2,Excellent,57 %,62.4 %,5.73x5.76x3.59,"$1,976"
0.7,E,VVS2,Excellent,58 %,62.1 %,5.68x5.7x3.53,"$3,239"
0.81,D,VVS1,Excellent,59 %,59.9 %,6.03x6.07x3.62,"$7,469"
0.9,G,SI1,Excellent,58 %,62.0 %,6.14x6.16x3.81,"$2,817"
0.91,H,VVS2,Excellent,56 %,62.6 %,6.15x6.18x3.86,"$3,810"
1.32,D,FL/IF,Excellent,59 %,60.1 %,7.09x7.11x4.27,
1.18,I,VS2,Excellent,58 %,62.7 %,6.68x6.72x4.2,
1.02,H,VS2,Excellent,58 %,62.7 %,6.39x6.41x4.02,
1.04,F,VS2,Excellent,58 %,62.6 %,6.41x6.45x4.03,
1.0,F,VS2,Excellent,56 %,62.5 %,6.37x6.4x3.99,
1.62,M,VS1,Excellent,57 %,62.6 %,7.44x7.49x4.67,
1.64,J,VVS2,Excellent,58 %,62.4 %,7.48x7.51x4.68,
1.61,G,VVS2,Excellent,55 %,62.4 %,7.45x7.49x4.66,
2.02,L,VS2,Very Good,58 %,63.2 %,7.85x7.96x5.0,
